ENTREZID,logFC
7189,0.336973551
7334,-0.507572237
7335,0.355652692
6233,-0.363012415
7316,0.197398138
7314,-0.518047929
7311,-0.609380079
3551,-0.336498493
1147,0.538991884
8517,0.308640602
51135,0.470880513
4615,1.009426012
3656,1.340707919
4791,0.824030988
4790,0.367349262
5970,0.312815897
6283,3.327759321
4792,1.301949889
4793,1.126859787
10454,-0.300392646
6885,-0.271295722
64127,0.512960585
8767,0.396775686
28511,0.644957872
28512,1.132931505
6416,-0.328652398
5601,-0.375642973
9261,0.662879459
1432,2.154539652
5600,0.281204406
5606,-0.490316827
5528,-0.319986499
5515,0.237952077
5519,0.197229937
5594,0.386305921
5595,0.602365644
9252,-2.078069069
2002,0.428505442
6196,-0.777263304
6195,0.509650365
4208,-1.241075467
4205,1.541923508
1845,1.462392066
1848,-0.534553311
51231,0.309640788
3725,0.340741178
1326,0.538770814
79155,0.55694716
8945,-0.265362116
51295,-0.471675909
23098,-1.125585659
929,0.837534694
7099,1.37558484
23643,1.342056492
148022,0.651897212
8772,0.56611931
11035,0.492936601
7187,0.627041244
10010,0.446283746
29110,0.387627148
3661,-0.355103852
3665,1.099012137
5781,-0.178681259
3684,1.489763944
3689,0.732215016
114609,0.181199353
948,0.728316116
7097,2.097610131
10333,0.542641263
6280,0.656229559
6279,0.67499534
7096,0.887436486
695,0.288841869
59307,-1.139969479
8651,1.732024357
11213,1.833319069
9450,-0.593715169
4064,0.200226516
1785,0.569000795
26052,-0.523831569
5775,-1.351926978
671,3.232673366
