ENTREZID,logFC
948,0.728316116
376497,-0.733208109
11001,0.369288721
2171,0.999054084
6256,0.293443352
6257,-0.412379314
5467,-0.341569642
5468,1.386555797
5360,0.332290192
6319,1.072382726
10062,1.190175309
2182,0.976105179
2180,1.577325351
2181,0.717571938
23205,-0.371915901
4973,1.488720918
30,0.457460524
8310,0.316544595
51,0.752593193
8309,0.337402838
1374,1.036494475
1376,0.356685471
34,-0.328024725
51129,0.369949712
123,0.296696266
729359,1.098019254
3611,0.343962322
7316,0.197398138
2710,1.753703598
