ENTREZID,logFC
64581,-0.1545787
4046,-0.2215142
3265,0.04852731
3845,-0.268451825
6850,-0.292502132
4791,0.1574929
5336,-0.350646718
805,-0.1838152
808,-0.3600921
801,-0.239259443
51806,0.09056259
5530,-0.333609797
5534,-0.367816708
4772,0.171368401
5743,-0.424348198
5580,-0.548273237
5594,-0.436280445
5595,-0.377567283
114548,-0.2216583
8915,-0.125146271
10892,-0.1288083
841,-0.167382081
4790,-0.270736057
7124,-0.1762549
1432,-0.425453829
5601,-0.13258448
23365,0.475158517
387,-0.288254616
5058,0.451621259
1263,0.08537492
6772,0.631518613
10379,0.212838
6773,0.828848033
1540,-0.1988746
9261,0.1993279
26253,-0.1888332
5290,-0.180201077
5293,-0.2205849
5295,0.2098582
8503,0.103880913
207,-0.3092504
10000,0.06401109
4193,-0.0465092
3659,-0.4351542
