ENTREZID,logFC
7040,-0.113537605
7048,0.631623325
4087,-0.336666306
4089,0.542114824
1027,0.54704139
1278,0.279408372
1284,-0.172743744
1536,0.808232199
5333,-0.269865462
23236,-0.250779673
5330,-1.03387353
5335,0.63288064
5336,0.333085875
51196,-0.129694977
5590,0.271129297
3725,-0.74846968
7422,0.54861646
7423,-0.562864054
7424,0.290245206
6347,0.857204405
5054,-1.303668672
3383,0.967582104
3552,2.650571993
3553,4.704100292
3569,2.683036586
1906,1.095997255
5603,-1.669540085
5970,0.471198218
4790,1.171230545
5599,-0.22366372
1729,-0.384583374
3265,-0.591166957
5293,0.683189026
5295,-0.510155625
5296,-0.72864219
6774,0.579187908
5292,-0.54821303
4772,0.303997679
1019,-0.883778622
