"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change","symbol"
"LGALS8",0.917307456362601,7.67150756795296,6.87996283841184,4.29021804746958e-09,2.82655061643679e-08,10.3635983257178,"UP","LGALS8"
"ZNF671",-0.636502180044828,6.54658755402415,-6.87981889008414,4.29262422027064e-09,2.82655061643679e-08,10.3630449080586,"NOT","ZNF671"
"CFB",1.40976935051729,4.11741038514861,6.87956093354198,4.29693946823519e-09,2.82777434416164e-08,10.3620531821693,"UP","CFB"
"GNPTAB",-0.656116851478095,7.46519746187287,-6.87929054223232,4.30146737631694e-09,2.8291365429376e-08,10.361013654285,"NOT","GNPTAB"
"PLOD2",1.36839004503858,5.12745523255111,6.87198191347427,4.42567491862805e-09,2.909167236631e-08,10.3329169763692,"UP","PLOD2"
"ETV7",1.59788759179292,4.22460607633333,6.87181288546105,4.42858941184287e-09,2.90942146862508e-08,10.332267215369,"UP","ETV7"
"DFFB",-0.684567498862367,6.12303865275655,-6.86553627910164,4.53818069920652e-09,2.97971818869749e-08,10.3081404607043,"NOT","DFFB"
"SS18L1",-0.608871452032156,6.46412089131795,-6.86260420541318,4.59029819038934e-09,3.01221962208559e-08,10.2968705925574,"NOT","SS18L1"
"DCTD",-0.779105132384486,6.88451899810653,-6.86207992499379,4.59967995766773e-09,3.01665620015701e-08,10.2948554941859,"DOWN","DCTD"
"ZNF106",0.593876913268019,9.38747809252009,6.85987873390247,4.63927841530577e-09,3.04089376766341e-08,10.2863952793447,"NOT","ZNF106"
"NETO2",1.23737704429001,4.34337527825051,6.8595758877196,4.64475302081614e-09,3.04274941773442e-08,10.2852313208437,"UP","NETO2"
"B4GALT1",0.516267355106578,7.11896479772604,6.85809747530747,4.67157117537785e-09,3.05857703234352e-08,10.2795492700766,"NOT","B4GALT1"
"EIF3H",-0.610360889949487,9.11927332113743,-6.85630409005198,4.70431021642364e-09,3.07826097731871e-08,10.2726568414269,"NOT","EIF3H"
"MIS18BP1",-0.557688651980847,8.29974447313361,-6.85608670509323,4.70829418991982e-09,3.07828876583994e-08,10.271821389413,"NOT","MIS18BP1"
"AHCYL2",-0.838418597683972,4.58360091748875,-6.85600995498075,4.70970157831811e-09,3.07828876583994e-08,10.2715264247001,"DOWN","AHCYL2"
"NCBP2",-0.784880849625893,7.39576586332202,-6.85375344825601,4.75126777478283e-09,3.10369421610388e-08,10.2628544116507,"DOWN","NCBP2"
"CD151",0.933962568771815,9.77646606323137,6.85225375701785,4.7790951189534e-09,3.12010123761507e-08,10.2570910928996,"UP","CD151"
"FNBP1",-0.392384329331337,10.6374962029757,-6.84852763563886,4.84894023156242e-09,3.16273790077942e-08,10.242772171039,"NOT","FNBP1"
"EOMES",-1.61920555432591,9.06090445993224,-6.84847692243437,4.84989782352361e-09,3.16273790077942e-08,10.2425772935304,"DOWN","EOMES"
"CABIN1",-0.842853993836182,6.92557558617989,-6.84717670793965,4.87451361582174e-09,3.17699047101406e-08,10.2375809633668,"DOWN","CABIN1"
"DLGAP5",1.38520052479376,4.31182373762007,6.84436003328447,4.92826726106334e-09,3.20915321193018e-08,10.2267576819387,"UP","DLGAP5"
"NAPEPLD",-0.914312238246591,4.24513071683766,-6.84429904007767,4.92943777471117e-09,3.20915321193018e-08,10.2265233162541,"DOWN","NAPEPLD"
"PDXDC1",-0.594902561162493,7.59410556956878,-6.84301383781221,4.95416650365404e-09,3.22342885568445e-08,10.2215849933198,"NOT","PDXDC1"
"LACTB",1.11588313236583,8.93007446388609,6.84170631758859,4.97945158674124e-09,3.23805015612382e-08,10.2165610163398,"UP","LACTB"
"FCRL3",-0.977849682660949,4.469403835955,-6.84085981405641,4.99589001392195e-09,3.24547907201542e-08,10.2133084909543,"DOWN","FCRL3"
"ARL5B",1.05108411777514,5.13193832092067,6.84082767824225,4.99651513085259e-09,3.24547907201542e-08,10.2131850161791,"UP","ARL5B"
"ID2",-0.788387280146921,8.88103759697254,-6.84023505476466,5.00805703725088e-09,3.25114137048831e-08,10.2109080023583,"DOWN","ID2"
"SAMSN1",2.10674383865123,7.75298234719616,6.83708497683023,5.06985547195263e-09,3.28935989958451e-08,10.1988049372126,"UP","SAMSN1"
"GID8",-0.535940359804249,8.32817877828922,-6.83694371482325,5.07264450196569e-09,3.28935989958451e-08,10.1982622017276,"NOT","GID8"
"LPCAT2",1.83385832161304,6.99802831718612,6.83631557272878,5.08506486667104e-09,3.29555724185719e-08,10.1958488639357,"UP","LPCAT2"
"COA5",-0.480703596002375,7.44805792435011,-6.83608974569096,5.08953759070117e-09,3.29659975627296e-08,10.1949812365867,"NOT","COA5"
"ERO1A",0.99167980743992,7.08602862733016,6.83516611606373,5.10787183876769e-09,3.30661444680631e-08,10.1914326842372,"UP","ERO1A"
"YWHAH",0.571916086891646,10.9597180776723,6.83479898708766,5.11517770425299e-09,3.30948259561281e-08,10.1900222020592,"NOT","YWHAH"
"PSMA6",0.661485574928701,10.6798080092855,6.83290888483642,5.15295595019315e-09,3.33166576264691e-08,10.1827606994877,"NOT","PSMA6"
"SUZ12",-0.445262768243992,10.4609296384802,-6.83279438344734,5.15525345201924e-09,3.33166576264691e-08,10.1823208084984,"NOT","SUZ12"
"NR1H2",0.68086540548599,6.59704241140936,6.82965616619011,5.21862178562389e-09,3.37072596815549e-08,10.1702647286497,"NOT","NR1H2"
"LOC100190986",-0.991586624797813,8.04546306302975,-6.82942407156695,5.2233390719061e-09,3.37188069083787e-08,10.1693731153001,"DOWN","LOC100190986"
"RPS27",-0.493189253676277,13.6544619654971,-6.82476915443007,5.31885232751472e-09,3.42983439865327e-08,10.1514915097335,"NOT","RPS27"
"TBC1D7",0.754514452965766,6.15049553861327,6.8247584387123,5.31907419773769e-09,3.42983439865327e-08,10.1514503474345,"UP","TBC1D7"
"RFTN1",-1.14884675538594,8.73597674378795,-6.82333937239569,5.34853780391727e-09,3.4469020225693e-08,10.1459993488449,"DOWN","RFTN1"
"ZNF500",-0.710595086100469,5.84934655555492,-6.82067763075982,5.40424218978163e-09,3.48085213231038e-08,10.1357752500918,"DOWN","ZNF500"
"UST",-0.715921882615723,3.76638465135291,-6.81589963302296,5.50569004639161e-09,3.54421098623979e-08,10.1174234359898,"DOWN","UST"
"CAP1",0.515649129334982,12.4894707419298,6.81476092240882,5.53014630105128e-09,3.55796444522639e-08,10.1130499715021,"NOT","CAP1"
"CMPK1",-0.745959744284132,8.45506940606903,-6.81055744417093,5.62136649422202e-09,3.61463286863103e-08,10.0969063063303,"DOWN","CMPK1"
"GGA2",-1.09942885665366,6.72653868001843,-6.80848999653699,5.66678119839385e-09,3.64180075899013e-08,10.0889665789146,"DOWN","GGA2"
"TOMM70",-0.660986911341459,7.32196793422756,-6.80647411665261,5.71141529186575e-09,3.66843694248743e-08,10.0812251492958,"NOT","TOMM70"
"CAPS",-0.678124991239944,5.64380275387999,-6.80583030258688,5.72574384145176e-09,3.67558904713384e-08,10.0787528133896,"NOT","CAPS"
"TRIM25",0.986037680478038,9.22123345478591,6.80535550524673,5.73633375387641e-09,3.68033453216932e-08,10.0769295421139,"UP","TRIM25"
"BAMBI",1.77410769126971,4.88557160425057,6.80497251008987,5.74489032947236e-09,3.68377090207392e-08,10.0754588111933,"UP","BAMBI"
"SRRD",-1.46158703832652,7.23272187653642,-6.80366073403876,5.77429352706008e-09,3.70056339067157e-08,10.0704215605235,"DOWN","SRRD"
"SIPA1L1",0.819274056122683,4.77211022265421,6.80147826504816,5.8235459232687e-09,3.7300508389996e-08,10.0620410708077,"UP","SIPA1L1"
"GSN",1.24783657398585,7.30975661184986,6.79848942842373,5.89167598610681e-09,3.77159013348661e-08,10.050564692382,"UP","GSN"
"SIAH1",-0.581403118111337,8.66397227827803,-6.7941592142025,5.99179434595178e-09,3.83163035408132e-08,10.0339387766536,"NOT","SIAH1"
"ITPRIPL2",1.33760803638365,7.7434576111551,6.79414507904136,5.99212392471449e-09,3.83163035408132e-08,10.0338845064843,"UP","ITPRIPL2"
"TMED1",0.586526755627612,7.59975002842194,6.79282956636557,6.02287596101881e-09,3.8491561527666e-08,10.0288338177204,"NOT","TMED1"
"MGST1",1.37668968151482,5.56849142179265,6.7890050016193,6.11317716484212e-09,3.90469862193855e-08,10.0141506817757,"UP","MGST1"
"CDIP1",-0.629068794228632,3.73400769170557,-6.78354247019953,6.24449721987097e-09,3.98636511373904e-08,9.99318076687162,"NOT","CDIP1"
"FAM43A",-0.995582899543929,5.97380200741915,-6.78061754469214,6.31596485041697e-09,4.02975362684586e-08,9.9819531762439,"DOWN","FAM43A"
"ADRB2",-0.914373774939048,8.1789994002699,-6.78047110347542,6.31956434819317e-09,4.02981637937415e-08,9.98139106314648,"DOWN","ADRB2"
"LINC00200",0.703685691928896,4.63152742337529,6.77745283717751,6.39420981503535e-09,4.07506382768178e-08,9.96980579294535,"UP","LINC00200"
"SRSF7",-0.813400126762171,7.45431414486918,-6.7773164956411,6.39760237760293e-09,4.07506382768178e-08,9.96928247569311,"DOWN","SRSF7"
"NCF2",0.597664631838505,10.3194788820078,6.76646847676443,6.67336187151084e-09,4.24836256311337e-08,9.92764866746564,"NOT","NCF2"
"ABHD15",-1.09379099380422,4.9165276403266,-6.76173636829267,6.79733435949201e-09,4.32268662525426e-08,9.90948968219597,"DOWN","ABHD15"
"RAP2C",0.705137473984765,7.84551478145983,6.7617254934756,6.79762188680297e-09,4.32268662525426e-08,9.90944795292398,"UP","RAP2C"
"PLEKHM1",0.564470790204203,6.77198691101411,6.76089128452936,6.81971431920309e-09,4.33434079591538e-08,9.90624691758351,"NOT","PLEKHM1"
"XIAP",0.711791422582677,5.72071040108505,6.76054727690979,6.82884552998778e-09,4.33738462071423e-08,9.90492690159003,"UP","XIAP"
"CEACAM3",1.10010079193559,7.6910546131994,6.7604270281768,6.83204024096863e-09,4.33738462071423e-08,9.90446548854564,"UP","CEACAM3"
"PTPRCAP",-1.11216753142752,8.05225945720366,-6.75570182897479,6.95876333680999e-09,4.41540055163633e-08,9.88633494014611,"DOWN","PTPRCAP"
"RGL1",1.3506145123229,5.28376800286753,6.75259840406165,7.0432644900745e-09,4.46655505679105e-08,9.87442794998497,"UP","RGL1"
"FAM200B",0.712901504687527,5.48899142665192,6.74771592689675,7.17828088432167e-09,4.54967031820167e-08,9.85569655494848,"UP","FAM200B"
"TP53I13",-0.996265620039445,7.76160660085939,-6.74331816899479,7.30209954923391e-09,4.62560076013661e-08,9.83882616331534,"DOWN","TP53I13"
"DGLUCY",-0.797034479532206,8.82442620510971,-6.74146863086339,7.35480684927149e-09,4.65570604667979e-08,9.83173148448038,"DOWN","DGLUCY"
"GADD45A",1.80508930567104,7.03279082139614,6.74136698677999,7.35771442129499e-09,4.65570604667979e-08,9.83134159284932,"UP","GADD45A"
"IDUA",-1.00674646552822,4.41059290718599,-6.74094713702967,7.36973654317873e-09,4.6607509676916e-08,9.8297311190487,"DOWN","IDUA"
"HIBADH",-0.874762735686988,6.1308528743285,-6.73993732541253,7.39873205496616e-09,4.67651872337509e-08,9.82585769969328,"DOWN","HIBADH"
"NFKB1",0.367349262442534,10.9407401241508,6.73595712550884,7.51412996002956e-09,4.74685158287268e-08,9.81059120205314,"NOT","NFKB1"
"ILF2",-0.461432961887965,8.90985646538431,-6.73552491282118,7.52676855431952e-09,4.75222743062083e-08,9.80893346881784,"NOT","ILF2"
"ZBTB24",-0.565907640402656,6.58683411667849,-6.73079938463492,7.66634011936918e-09,4.83769598541334e-08,9.79080976020205,"NOT","ZBTB24"
"RAB11FIP3",-0.963159492441682,6.85594040303814,-6.72953578737253,7.70409631252787e-09,4.85885745518881e-08,9.78596378029573,"DOWN","RAB11FIP3"
"HINT1",-0.599129684295917,10.2547660484671,-6.72861791969829,7.73163825361935e-09,4.87355730006346e-08,9.78244376687817,"NOT","HINT1"
"RNF115",-0.488455492092587,8.57131997887618,-6.72692018602062,7.78284001484617e-09,4.90314661033823e-08,9.77593313153352,"NOT","RNF115"
"HEMK1",0.766298327178235,4.94811843627759,6.72580761887311,7.8165769139257e-09,4.92170679864796e-08,9.77166666043864,"UP","HEMK1"
"ATP6V1E1",0.421230181680125,10.5263236266307,6.72566081240853,7.821039464505e-09,4.92182417913901e-08,9.77110369372661,"NOT","ATP6V1E1"
"VIPR1",-1.17055447753104,6.33217208716298,-6.72367020572495,7.88180011713056e-09,4.95735078405315e-08,9.76347035687987,"DOWN","VIPR1"
"TKTL1",-1.09767899505531,5.18288481002733,-6.72030908431023,7.98546334328544e-09,5.01980792360543e-08,9.75058217462796,"DOWN","TKTL1"
"RSPH9",0.84728767206076,3.98588941242843,6.71962591740969,8.00669901855997e-09,5.03040969997954e-08,9.74796267710737,"UP","RSPH9"
"IL5RA",-1.31311156158831,4.60069609463743,-6.71937200259652,8.01460608433664e-09,5.03263044357418e-08,9.74698908861783,"DOWN","IL5RA"
"STX12",0.586905321707098,6.90796183499136,6.71807106870587,8.05524019143993e-09,5.05538792821557e-08,9.74200097498753,"NOT","STX12"
"MAGEH1",-0.773832610246648,5.15393065620557,-6.71676579140788,8.09621625618861e-09,5.07580806709542e-08,9.73699632912195,"DOWN","MAGEH1"
"KCNE3",0.982689063093062,4.21851564652975,6.71675368103137,8.09659740329035e-09,5.07580806709542e-08,9.73694989653541,"UP","KCNE3"
"MOSPD3",0.983835910831794,5.53146912472502,6.7166052617617,8.10127002134749e-09,5.07597266988076e-08,9.73638084071338,"UP","MOSPD3"
"ZNF408",0.915551531573914,5.20285254605975,6.70513400977557,8.47066269141187e-09,5.30453360055226e-08,9.69240359115103,"UP","ZNF408"
"RBM15",-0.679940844136933,7.40659849095347,-6.7047020860305,8.48489443918276e-09,5.31055655220193e-08,9.69074791431939,"NOT","RBM15"
"NAP1L1",-0.821310064468593,8.81767934509077,-6.70436924294735,8.49587776108566e-09,5.3145409255487e-08,9.68947204886489,"DOWN","NAP1L1"
"RPL23AP7",-0.722463770980925,12.7113943401526,-6.70286054541274,8.54584039691445e-09,5.3428909814495e-08,9.6836889591168,"DOWN","RPL23AP7"
"EIF4A2",-0.629052917559857,11.2471405185957,-6.70051689049247,8.62403499115012e-09,5.38885139783593e-08,9.67470566726232,"NOT","EIF4A2"
"NBEAL2",0.832212108374032,8.73396709855403,6.70020279999721,8.63456844858934e-09,5.39179455207726e-08,9.6735017804923,"UP","NBEAL2"
"PRKAB2",-0.941706360313801,5.55921498506013,-6.70009716486198,8.63811394789788e-09,5.39179455207726e-08,9.67309689007197,"DOWN","PRKAB2"
"ACSL4",0.976105179407101,8.62142934769247,6.6977080963141,8.71868825113036e-09,5.43913830734474e-08,9.66394001321789,"UP","ACSL4"
"TECPR2",1.45237405476628,4.60846855443402,6.6949606335985,8.81227590782627e-09,5.49454472909428e-08,9.65340999266385,"UP","TECPR2"
"EAF2",0.832632402202067,5.88046424404742,6.6924983459688,8.89699958434527e-09,5.54436736414802e-08,9.64397341612486,"UP","EAF2"
"PKD1P1",-0.833199516311296,4.22745845030104,-6.68981806986736,8.99014656475385e-09,5.59938241127255e-08,9.6337019202502,"DOWN","PKD1P1"
"FCN1",0.742992652197124,12.306104054686,6.68742540336388,9.07411870219305e-09,5.64862662316073e-08,9.6245330667867,"UP","FCN1"
"GVINP1",-0.87625955796557,10.5603354015238,-6.6872758245085,9.07939414073641e-09,5.64885548972303e-08,9.6239598850165,"DOWN","GVINP1"
"LTO1",-0.61562905953097,6.36678912247101,-6.6856810215263,9.1358309268099e-09,5.6808975671303e-08,9.61784875042073,"NOT","LTO1"
"ALKBH8",-1.05924338640485,4.60455803722616,-6.68433538799425,9.18372185799325e-09,5.70759387610704e-08,9.61269255702918,"DOWN","ALKBH8"
"PEX13",0.772049325583248,4.8478971804986,6.68246787517534,9.25060106188820e-09,5.74605602926784e-08,9.6055368525522,"UP","PEX13"
"ATP5MC2",-0.545619795064134,10.1271343975721,-6.67904571659818,9.3744166977731e-09,5.81982395854198e-08,9.59242492640515,"NOT","ATP5MC2"
"DNAAF2",-0.93414811618767,4.24247366590313,-6.67793321964629,9.41502195548123e-09,5.84188154757892e-08,9.58816260786445,"DOWN","DNAAF2"
"RMDN3",-0.767846212841846,7.18502019076735,-6.67650088716019,9.46755905423898e-09,5.87131490917514e-08,9.58267503800726,"DOWN","RMDN3"
"BRICD5",-1.10445906376832,4.07227651603191,-6.67539050479296,9.50848807266922e-09,5.89352168639864e-08,9.57842103380348,"DOWN","BRICD5"
"CCDC88C",-1.09357042365492,6.65175394353483,-6.67219584884426,9.62722966200160e-09,5.96390814906557e-08,9.56618245421627,"DOWN","CCDC88C"
"METTL7B",1.9719730509266,4.36642187681808,6.67068327922571,9.68396417766795e-09,5.99582720198806e-08,9.56038813938885,"UP","METTL7B"
"JAG1",1.23996999099979,4.42991363888215,6.66785905364538,9.79079013814444e-09,6.05870938118508e-08,9.54956963014518,"UP","JAG1"
"RAD17",-0.740899527903535,4.43890912604882,-6.66222595923594,1.00073791797828e-08,6.18941076621708e-08,9.52799325472979,"DOWN","RAD17"
"UFSP2",-0.66091464756399,6.80918989860018,-6.66064984626537,1.00688296773667e-08,6.22407248047751e-08,9.52195672297632,"NOT","UFSP2"
"RSAD1",-1.08814686237968,4.39081133394165,-6.66030121095614,1.00824731745555e-08,6.22916082872428e-08,9.52062147130877,"DOWN","RSAD1"
"HSD3B7",1.37699629062108,4.17979804570188,6.65886290575212,1.01389547792367e-08,6.2606957891102e-08,9.5151129502559,"UP","HSD3B7"
"CDH6",0.791707843257512,3.88046510954284,6.65672073279463,1.02236616953306e-08,6.30961641357936e-08,9.50690900328698,"UP","CDH6"
"TUBA1A",0.423213492746319,12.1635388057895,6.65621283444084,1.02438484276459e-08,6.31868678468405e-08,9.50496394099808,"NOT","TUBA1A"
"DPM2",-1.4584230898238,6.7790875181251,-6.65546063637004,1.02738179602382e-08,6.33377850682064e-08,9.50208333806461,"DOWN","DPM2"
"SDAD1",-0.928458866532368,8.44449370529545,-6.65523505527243,1.02828227094914e-08,6.33593626264701e-08,9.50121946566462,"DOWN","SDAD1"
"CYB561D1",-0.46674881222116,8.81359027218688,-6.65373258476674,1.03429992135342e-08,6.36960518714707e-08,9.49546579156354,"NOT","CYB561D1"
"RPL23",-0.956270965327469,9.92526746803229,-6.65351932137184,1.03515691545767e-08,6.37147384861915e-08,9.49464911878428,"DOWN","RPL23"
"SRA1",0.660505387738362,6.23897197460603,6.65294978993474,1.0374490324659e-08,6.38216908801843e-08,9.49246816722825,"NOT","SRA1"
"PDIK1L",-0.982642982349939,5.05006275252314,-6.65053667727855,1.04721697996192e-08,6.43881807658207e-08,9.48322772461631,"DOWN","PDIK1L"
"RCN2",-0.875889894817197,6.90614105312077,-6.65010920840187,1.04895684059671e-08,6.44169585035306e-08,9.48159088117086,"DOWN","RCN2"
"RIC8B",-0.798210276157238,5.50161393369286,-6.65009881588439,1.04899917548551e-08,6.44169585035306e-08,9.48155108681556,"DOWN","RIC8B"
"CR1",2.12754716710134,6.90065459837548,6.65000927309235,1.04936400689939e-08,6.44169585035306e-08,9.48120821570032,"UP","CR1"
"PDGFC",1.60145596443411,5.01142973234172,6.64917850009456,1.05275492335098e-08,6.45906672055957e-08,9.47802710653803,"UP","PDGFC"
"BST2",1.07036634535073,8.94192739828388,6.64565231876103,1.0672694093126e-08,6.54368054075425e-08,9.46452562122862,"UP","BST2"
"PLXNC1",1.04842254005898,7.68686857912579,6.64553729204548,1.06774622472985e-08,6.54368054075425e-08,9.46408520889724,"UP","PLXNC1"
"NR2C1",-0.802012039262647,5.10731962005734,-6.64541543516636,1.06825158436813e-08,6.54368054075425e-08,9.4636186464826,"DOWN","NR2C1"
"DROSHA",-0.593873815859745,6.58290050763069,-6.64368541066455,1.07545201915447e-08,6.58337943395904e-08,9.456994899771,"NOT","DROSHA"
"WDR61",-0.602783648927542,7.18007149465421,-6.64358381988041,1.07587634363831e-08,6.58337943395904e-08,9.45660594632538,"NOT","WDR61"
"NOL8",-0.497785083380182,7.70436413020817,-6.64339114649889,1.0766815600423e-08,6.5848059277826e-08,9.45586827361168,"NOT","NOL8"
"ACSS2",0.762821793655378,8.54745273999212,6.64258211206536,1.08006921557442e-08,6.60201628850855e-08,9.45277082192113,"UP","ACSS2"
"NPIPB13",-0.746266767259723,11.306422665943,-6.64236854076626,1.08096526853504e-08,6.60398632740887e-08,9.45195315606096,"DOWN","NPIPB13"
"VDAC3",-0.367083509147523,10.1433023943792,-6.64202232312518,1.08241942142983e-08,6.60936209053441e-08,9.45062765624651,"NOT","VDAC3"
"ANKRD12",-0.530729932625436,8.4612773351584,-6.64169849802734,1.08378128633769e-08,6.61416893199728e-08,9.44938789518127,"NOT","ANKRD12"
"TSPAN18",-1.40177456134694,6.80387285790732,-6.6400670960417,1.09066823775264e-08,6.65267165688018e-08,9.44314221503253,"DOWN","TSPAN18"
"MTAP",-0.630641957195937,5.83183287102632,-6.63989637806727,1.09139143672122e-08,6.65355690501125e-08,9.44248864829042,"NOT","MTAP"
"DAP3",-0.387262372520203,8.24971329286194,-6.6355748834796,1.10985814464611e-08,6.76255544990827e-08,9.42594525741267,"NOT","DAP3"
"NSUN6",-0.780587986501504,4.49041262736219,-6.63193620069321,1.12564812700456e-08,6.85359380407902e-08,9.4120169305531,"DOWN","NSUN6"
"NAA80",-1.12787747028212,4.16946797678871,-6.63185796248451,1.1259900854486e-08,6.85359380407902e-08,9.41171745810135,"DOWN","NAA80"
"ZNF689",-0.705135025492925,7.61831373616056,-6.63046823690612,1.13208147533106e-08,6.88702842550764e-08,9.40639808574715,"DOWN","ZNF689"
"PRC1",1.14742877407501,5.01060735741673,6.62869128645158,1.13991796268275e-08,6.93103843131456e-08,9.39959677967093,"UP","PRC1"
"MAP7",-1.01235815054775,4.75443256771815,-6.62799631669674,1.14299750679201e-08,6.94609361308133e-08,9.39693684057093,"DOWN","MAP7"
"TRIB1",1.14122578394072,9.23651972215853,6.62747159480501,1.14532813789075e-08,6.95658409874538e-08,9.39492853666139,"UP","TRIB1"
"AGO4",0.777035564202843,6.80274862788418,6.62334985178369,1.16380082873358e-08,7.06505671873605e-08,9.37915387641047,"UP","AGO4"
"POLR3E",-0.820060293841318,6.1277262122371,-6.62264001712836,1.16701195658357e-08,7.08081582513279e-08,9.37643734792508,"DOWN","POLR3E"
"HRK",-1.86153170463827,4.41829856220468,-6.62175184715995,1.17104226110021e-08,7.10152604070783e-08,9.37303838957262,"DOWN","HRK"
"VWA5A",1.11671900438627,5.36290474360831,6.62153266764515,1.17203897609089e-08,7.10382760126703e-08,9.37219961616435,"UP","VWA5A"
"SLAIN1",-0.648683550216541,5.41061471063412,-6.62024150927209,1.17792766565416e-08,7.13576180614707e-08,9.36725858843519,"NOT","SLAIN1"
"EPRS1",-0.678099831914537,8.53706562750458,-6.61885131820884,1.18430096337226e-08,7.17059657465265e-08,9.36193873125906,"NOT","EPRS1"
"FIG4",1.06379169117421,7.62481427035189,6.61862517942453,1.18534093344e-08,7.17311994947132e-08,9.36107337863801,"UP","FIG4"
"CMC4",-0.56499478150187,6.66188603085202,-6.61418308014614,1.20595469406904e-08,7.29402970506286e-08,9.3440758869558,"NOT","CMC4"
"SNHG8",-1.34928499834326,6.81380249001875,-6.61223336517248,1.21511478767352e-08,7.34557311245913e-08,9.33661589758772,"DOWN","SNHG8"
"NR1D2",-1.03957809040775,4.68480780311543,-6.60883446077903,1.23124938578666e-08,7.43920232567163e-08,9.32361176914315,"DOWN","NR1D2"
"MBNL2",-1.14865973745797,6.52746339596479,-6.60778540701408,1.23627219260819e-08,7.46563113164754e-08,9.31959830499399,"DOWN","MBNL2"
"GLO1",-0.684528832822652,7.61294024315923,-6.60694328246662,1.24031899318228e-08,7.48614137993079e-08,9.31637657481791,"NOT","GLO1"
"UXT",-0.405188560758631,9.73377034131935,-6.60655041227884,1.24221142675476e-08,7.49363392135601e-08,9.31487358458537,"NOT","UXT"
"GPSM3",0.44754029991112,10.7532966631884,6.60628929745434,1.24347079229754e-08,7.49730163402025e-08,9.31387465341711,"NOT","GPSM3"
"ZNF17",-1.11012913050126,5.18679798721803,-6.60501107949053,1.24965404772126e-08,7.53063774307421e-08,9.30898473324131,"DOWN","ZNF17"
"MRPS27",-0.545003055126654,6.80323700383143,-6.60374914932377,1.25578854298761e-08,7.56364527984687e-08,9.30415725516198,"NOT","MRPS27"
"CNOT1",-0.510489115155266,9.5408025644555,-6.60342668143269,1.25736092806362e-08,7.56915495921143e-08,9.30292368443134,"NOT","CNOT1"
"PRPSAP2",-0.661109985347786,7.62720881742004,-6.59946634036962,1.27683256205953e-08,7.68235378426829e-08,9.28777447062294,"NOT","PRPSAP2"
"AUTS2",-1.37860058326218,6.79223682461734,-6.59898061875877,1.27924126397046e-08,7.69282494686521e-08,9.28591656326415,"DOWN","AUTS2"
"PTGDR2",-1.81158187214874,4.33442874317811,-6.59764416052345,1.28589215877466e-08,7.72878263576831e-08,9.28080465039008,"DOWN","PTGDR2"
"HNRNPUL2",-0.501073442099775,8.30202402254081,-6.59739945784371,1.28711364724262e-08,7.73208668046061e-08,9.27986868599355,"NOT","HNRNPUL2"
"HM13",0.951625711442184,6.25312314226367,6.5967458715565,1.29038183675639e-08,7.74767602559521e-08,9.27736880519998,"UP","HM13"
"RPL23AP87",-1.22194218441584,9.19910633275299,-6.59564189172614,1.29592094707971e-08,7.77687700776199e-08,9.27314630952171,"DOWN","RPL23AP87"
"TPD52L2",0.472345053329402,10.0299248423312,6.59187661328104,1.31499152938444e-08,7.88720818301976e-08,9.25874565784393,"NOT","TPD52L2"
"LZTFL1",-0.798026702571919,3.94073549761734,-6.5911628692433,1.31863791535268e-08,7.90495958630695e-08,9.25601601194704,"DOWN","LZTFL1"
"ARHGDIB",0.359056135711445,13.1422237928846,6.58993070860403,1.32495650117323e-08,7.93870345054862e-08,9.25130383157599,"NOT","ARHGDIB"
"LAT",-1.1087498623442,7.73199096586079,-6.58862869407266,1.33166605962475e-08,7.97475356206081e-08,9.24632464555627,"DOWN","LAT"
"H1-2",1.02935535387178,8.51501321193834,6.58629940301929,1.34375389308222e-08,8.04295751917645e-08,9.23741728622376,"UP","H1-2"
"PBXIP1",-1.02346566725793,4.66919798453572,-6.58592752988111,1.34569381164785e-08,8.05038241791414e-08,9.23599526156059,"DOWN","PBXIP1"
"SERBP1",-0.536032566094518,7.69245457635062,-6.58446370673507,1.35335713853414e-08,8.09202112443013e-08,9.23039778668638,"NOT","SERBP1"
"MAP3K3",0.7444837039381,7.07597949966501,6.58421901627423,1.35464236021243e-08,8.09550029389672e-08,9.22946213887531,"UP","MAP3K3"
"IL32",-1.20141384638004,9.46482175980079,-6.58380225581535,1.35683416691369e-08,8.10439089837912e-08,9.22786854113003,"DOWN","IL32"
"PHIP",-0.435322396075563,9.61626521068052,-6.58328496852805,1.35955957086656e-08,8.11645781155296e-08,9.22589057191071,"NOT","PHIP"
"SPATA7",-0.527561106184661,3.62204667853674,-6.57907139233464,1.38196338017268e-08,8.2459297593507e-08,9.20977981812883,"NOT","SPATA7"
"SAPCD2",1.12547879189129,4.14142503510158,6.57858644047253,1.38456536562464e-08,8.25717479706715e-08,9.20792568448755,"UP","SAPCD2"
"ACTN1",0.636974372101008,10.7830568704106,6.57713716750016,1.39237047139773e-08,8.29942212624957e-08,9.2023847467924,"NOT","ACTN1"
"GPC2",-0.718300852186003,4.13683738451691,-6.57615667625609,1.39767576402328e-08,8.3249300070343e-08,9.19863618166153,"DOWN","GPC2"
"THOC3",-1.08504292966905,4.68159604490033,-6.57598009399274,1.39863336069015e-08,8.3249300070343e-08,9.1979610898696,"DOWN","THOC3"
"UBQLN2",0.570929227515292,9.55496442867201,6.57594574854941,1.39881969014807e-08,8.3249300070343e-08,9.19782978408618,"NOT","UBQLN2"
