"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change","symbol"
"FAM49A",1.49238780008333,8.18697879378571,15.4299278600389,3.6739932815211e-10,3.34278278719197e-07,13.6849064906441,"UP","FAM49A"
"EMR1",2.4381007195,7.65138230714286,15.089123789696,4.93507395725313e-10,4.14263646335479e-07,13.4077475492998,"UP","EMR1"
"WTAP",2.25220539720833,8.95589207735714,15.0722660679817,5.00840809989588e-10,4.14263646335479e-07,13.3938578797457,"UP","WTAP"
"LILRA3",3.5147472005,11.7397183962143,15.0027189440983,5.32348204958408e-10,4.14753218073146e-07,13.3363733966976,"UP","LILRA3"
"PTPLA",-1.66650459366667,7.26282883342857,-14.971824191742,5.4701748825386e-10,4.14753218073146e-07,13.3107427542626,"DOWN","PTPLA"
"C17orf79",-1.53338924604167,9.41998242285714,-14.8977706851589,5.83965069603524e-10,4.25056494863013e-07,13.249069140831,"DOWN","C17orf79"
"AKR1B1",2.4909492975,12.1229566235714,14.7271493767674,6.79623968603468e-10,4.40511946236454e-07,13.1056809230511,"UP","AKR1B1"
"ADAM15",-2.24777190254167,9.9680708545,-14.726706888371,6.79892771154959e-10,4.40511946236454e-07,13.1053067009428,"DOWN","ADAM15"
"EARS2",-1.19796224025,6.82658208392857,-14.7120042111005,6.88889187473474e-10,4.40511946236454e-07,13.0928653383666,"DOWN","EARS2"
"ADORA2B",-3.50572976591667,7.81331886921429,-14.6908921309471,7.02030358897465e-10,4.40511946236454e-07,13.07497660228,"DOWN","ADORA2B"
"FAM38A",-2.05351118729167,9.144999815,-14.6385375508878,7.35786737068423e-10,4.46303708481136e-07,13.0304941866483,"DOWN","FAM38A"
"SAMSN1",2.7345147595,10.2988185305714,14.3113597113211,9.90133151943107e-10,5.81208160190604e-07,12.7485430783176,"UP","SAMSN1"
"LYN",1.89817081458333,13.0863591185714,14.2749801985748,1.02374340614443e-09,5.82158086300318e-07,12.7167635059257,"UP","LYN"
"SHB",-1.38624458925,6.95641590021429,-14.2159376766804,1.0809096117265e-09,5.89239184429359e-07,12.665001072288,"DOWN","SHB"
"LRRC33",-1.38795486037501,9.86806343692857,-14.1960170832411,1.1009579749738e-09,5.89239184429359e-07,12.6474847525818,"DOWN","LRRC33"
"SLC26A11",-2.74912640254167,9.66699819878571,-13.9587056143356,1.37282669416609e-09,7.13752210106865e-07,12.4367749109673,"DOWN","SLC26A11"
"PLAGL2",1.58248026970833,9.053354253,13.7144247156469,1.72892664915364e-09,8.46274484842791e-07,12.2158740594662,"UP","PLAGL2"
"JARID2",-1.601599817625,9.45919721421429,-13.705057090296,1.74440936011986e-09,8.46274484842791e-07,12.2073207309622,"DOWN","JARID2"
"STAT4",3.17167835054166,8.72923208171429,13.6914054575465,1.76723802956675e-09,8.46274484842791e-07,12.1948448035511,"UP","STAT4"
"TM9SF4",1.597330724,9.82522445971428,13.6347776809487,1.86539192359795e-09,8.70372739325945e-07,12.1429543896931,"UP","TM9SF4"
"CCDC69",1.15483594445833,8.06952041264286,13.5696980498958,1.98542636496099e-09,8.96543411512016e-07,12.0830401246327,"UP","CCDC69"
"SOD2",1.9712157425,13.8516760507143,13.5517201850217,2.020018677364e-09,8.96543411512016e-07,12.0664362874614,"UP","SOD2"
"LOC646517",3.15141145791666,10.5160530332143,13.3514728403602,2.45188954874814e-09,1.06231033615643e-06,11.8799302603505,"UP","LOC646517"
"ARID5B",2.35106690833333,10.2170563464286,13.3253100552313,2.51521585022177e-09,1.06440425177874e-06,11.8553490050888,"UP","ARID5B"
"LAD1",5.47750633179167,9.243432073,13.2574749527107,2.68767450340096e-09,1.11153665769062e-06,11.7913818830348,"UP","LAD1"
"AIFM1",-0.823255092583334,7.53541346335714,-13.216333895053,2.79837772142477e-09,1.13160176437259e-06,11.7524223294167,"DOWN","AIFM1"
"KIAA0999",1.47786728908333,9.67446857192857,13.1693649209987,2.93073656384380e-09,1.15936115765795e-06,11.707791292108,"UP","KIAA0999"
"ISOC2",-1.66022151020834,7.706604675,-13.1333450157795,3.0367591754036e-09,1.17574269605998e-06,11.6734535994078,"DOWN","ISOC2"
"GRAMD1A",3.47435234533333,10.489981807,13.0906954234638,3.16761009132922e-09,1.20085418399829e-06,11.6326709913901,"UP","GRAMD1A"
"SMCR7L",-1.15472684720833,8.69698433314286,-12.8753618917146,3.92666935409056e-09,1.45823678033441e-06,11.4246740644313,"DOWN","SMCR7L"
"TCF4",2.21609243158333,8.3469679265,12.7621444349797,4.40161691406955e-09,1.60192445970647e-06,11.3138955590389,"UP","TCF4"
"TNNI2",-1.72710971529167,7.02064675935714,-12.5909077935191,5.23997191016713e-09,1.86559602600884e-06,11.1444556772811,"DOWN","TNNI2"
"STK17B",1.46307315195833,8.08515293728571,12.562576294933,5.39437030522906e-09,1.86559602600884e-06,11.1161992686954,"UP","STK17B"
"C20orf59",-1.16699110608333,6.66391181821429,-12.5478190056591,5.47670742679768e-09,1.86559602600884e-06,11.101455904652,"DOWN","C20orf59"
"COPS7A",-0.830365200000001,10.709367355,-12.5373029961955,5.53619747235684e-09,1.86559602600884e-06,11.0909392696611,"DOWN","COPS7A"
"LOC646531",-1.37600735125001,12.61742701,-12.4987719348532,5.76012502034519e-09,1.90576354536766e-06,11.0523307299854,"DOWN","LOC646531"
"TMEPAI",1.55700529754167,7.13092893021429,12.4443296859042,6.09312496167137e-09,1.97993919513453e-06,10.9975768527829,"UP","TMEPAI"
"MRPL18",-1.21159780925001,9.60223354171429,-12.2107745610625,7.77292279414527e-09,2.48147151026424e-06,10.7599654268174,"DOWN","MRPL18"
"TKTL1",-2.50534579720834,6.8538248345,-12.1017970115572,8.71983399738947e-09,2.73577274569821e-06,10.6475634013933,"DOWN","TKTL1"
"INDO",6.13490853008333,10.2690488158571,12.0724978333768,8.99486759801046e-09,2.77423060476265e-06,10.6171749505854,"UP","INDO"
"ILVBL",-1.13918849125,8.29605833835714,-12.0448605541765,9.26278288449557e-09,2.80924766915277e-06,10.5884442958199,"DOWN","ILVBL"
"CECR5",-1.33009803025,10.3865258777143,-12.0196420978507,9.51467500976167e-09,2.8383367402071e-06,10.5621721707573,"DOWN","CECR5"
"TMEM147",-1.45189203800001,10.6711020418571,-11.9804639317638,9.92058446482991e-09,2.91169154042758e-06,10.5212507401488,"DOWN","TMEM147"
"ZSCAN16",0.867289209291659,7.77806509271429,11.936627518308,1.03967255231458e-08,2.95622354005398e-06,10.4753097842299,"UP","ZSCAN16"
"GPBP1",0.843254723249995,9.37067681935714,11.9352936548477,1.04115898913151e-08,2.95622354005398e-06,10.4739093253625,"UP","GPBP1"
"KDELR2",-1.12412834370834,9.85678336478571,-11.9221142604831,1.05596818213721e-08,2.95622354005398e-06,10.4600637887489,"DOWN","KDELR2"
"PTRH1",-1.89659853170834,8.13639059828571,-11.8396800453803,1.15383812556643e-08,3.14952828417013e-06,10.3731264080475,"DOWN","PTRH1"
"ACADVL",-1.79585021541667,12.2684399635714,-11.8350351591042,1.15963287926251e-08,3.14952828417013e-06,10.3682104452806,"DOWN","ACADVL"
"CLCC1",-0.632036682958335,7.624592064,-11.8171401434866,1.18224931379607e-08,3.16373393575692e-06,10.3492537137799,"NOT","CLCC1"
"ZMYM6",1.44055721616666,10.8296584809286,11.7674779706739,1.24751080052807e-08,3.25582776872126e-06,10.296500284338,"UP","ZMYM6"
"LRFN4",-1.19899545816667,7.14739372385714,-11.7314390387037,1.29726729472928e-08,3.25582776872126e-06,10.2580842719942,"DOWN","LRFN4"
"GRINA",1.70912147658333,10.7348750184286,11.7231355944949,1.30902822470811e-08,3.25582776872126e-06,10.2492171347459,"UP","GRINA"
"C1orf198",-1.05271746120834,6.72669542735714,-11.7158959637574,1.31937505324905e-08,3.25582776872126e-06,10.241481127583,"DOWN","C1orf198"
"TNFAIP6",6.03150509808333,10.8835803849286,11.7066251920427,1.33275212266388e-08,3.25582776872126e-06,10.2315680423379,"UP","TNFAIP6"
"NSMAF",1.43823572124999,11.4701889335714,11.7003563422829,1.34187943926623e-08,3.25582776872126e-06,10.2248606118574,"UP","NSMAF"
"CFB",5.81335369549999,9.74017939192857,11.7003364819687,1.34190846103256e-08,3.25582776872126e-06,10.2248393566236,"UP","CFB"
"ADARB1",1.9970747415,8.52807334857143,11.5974356483962,1.50164208466556e-08,3.59544487034989e-06,10.1142467252884,"UP","ADARB1"
"CD55",2.72989348958333,9.95371912857143,11.566205997456,1.55403512656178e-08,3.64158471288001e-06,10.0804980508022,"UP","CD55"
"SLC29A3",-1.78747264825,8.37588814914286,-11.562176108818,1.56093645988152e-08,3.64158471288001e-06,10.0761368107345,"DOWN","SLC29A3"
"ADAMDEC1",3.30419549816667,10.6259376675714,11.5284877558734,1.61992189943694e-08,3.70881617513236e-06,10.0396220393252,"UP","ADAMDEC1"
"CDK6",-1.287160261125,7.70076822728571,-11.5225747717234,1.63051763483315e-08,3.70881617513236e-06,10.0332025426871,"DOWN","CDK6"
"PEMT",-1.728670137375,8.20110108992857,-11.4706248910361,1.72684403351646e-08,3.87942973801223e-06,9.97666836191322,"DOWN","PEMT"
"NAT5",-1.28370530666666,11.4467962521429,-11.3877089069783,1.89335551970285e-08,4.1563848737624e-06,9.88593349517914,"DOWN","NAT5"
"ST3GAL1",1.99800623883333,11.4682232969286,11.3865470806044,1.89580669628114e-08,4.1563848737624e-06,9.88465770209276,"UP","ST3GAL1"
"GGH",2.30601102579166,9.1079531715,11.3658074181853,1.94013557978206e-08,4.2029341839636e-06,9.86186305152115,"UP","GGH"
"CLEC4D",3.24081927075,8.17569513364286,11.2780921393355,2.14019194136456e-08,4.58177326553069e-06,9.76502372611088,"UP","CLEC4D"
"SERPINA1",4.810301934,12.0456531957857,11.2561523478822,2.19359024859055e-08,4.64148392483748e-06,9.74069178887223,"UP","SERPINA1"
"VRK2",1.81422199195833,8.38366271228571,11.2293350679215,2.260792824941e-08,4.72869506154615e-06,9.71089046790781,"UP","VRK2"
"FAM104B",-1.395909344375,7.418366218,-11.207360443133,2.31749333094218e-08,4.7922075162676e-06,9.68642125084515,"DOWN","FAM104B"
"MTAP",-0.951693069708335,7.37379505157143,-11.1721921909064,2.41140938640003e-08,4.93038388812599e-06,9.64716774204147,"DOWN","MTAP"
"CLEC4E",2.313462809625,7.62009330685714,11.1338822425222,2.51834314759915e-08,5.09181002854019e-06,9.60427697881635,"UP","CLEC4E"
"MED8",-0.646771183833337,8.79711222371429,-11.0766999108179,2.68744710505246e-08,5.32975267828508e-06,9.540002592258,"NOT","MED8"
"GALE",-1.03003580441667,8.15817125592857,-11.0743646913998,2.69460486015402e-08,5.32975267828508e-06,9.53737124140497,"DOWN","GALE"
"SEMA4A",2.10022360004166,9.40820402928571,11.0274179583243,2.84289065610871e-08,5.5562828013924e-06,9.48436241899765,"UP","SEMA4A"
"TP53I3",-1.58892937745834,7.92070374907143,-11.0190560641336,2.87020158999223e-08,5.5562828013924e-06,9.4748989964676,"DOWN","TP53I3"
"SIGLEC10",3.21288758083333,8.55711918864286,11.0045083687962,2.91838364579264e-08,5.58313654413528e-06,9.45841916644419,"UP","SIGLEC10"
"MGST2",-2.410896082375,9.00526790828571,-10.9964518167369,2.94543665569592e-08,5.58313654413528e-06,9.44928398285055,"DOWN","MGST2"
"KIAA0152",-1.856592857125,9.78385171592857,-10.9786949649526,3.00600891430758e-08,5.63921074367578e-06,9.42912809407362,"DOWN","KIAA0152"
"ADORA2A",3.45196354408333,9.11153413778571,10.9662149472772,3.04937317838658e-08,5.66218813541843e-06,9.41494407033527,"UP","ADORA2A"
"FLOT2",1.68389277833333,11.4992162714286,10.9390076165685,3.14623461394104e-08,5.77612662126741e-06,9.38397056655806,"UP","FLOT2"
"C12orf10",-1.58378672929166,9.6607075435,-10.9259603505502,3.19384103650676e-08,5.77612662126741e-06,9.36909222197811,"DOWN","C12orf10"
"NDE1",0.690707049166665,9.44365742971429,10.9108075635601,3.2500937562487e-08,5.77612662126741e-06,9.35179247122069,"NOT","NDE1"
"AOAH",2.56445224283333,8.20060592578571,10.9090811925833,3.25656925687091e-08,5.77612662126741e-06,9.34982010247401,"UP","AOAH"
"KIF22",-0.833778105500002,7.09164255228571,-10.9056591422211,3.26944574375195e-08,5.77612662126741e-06,9.34590958754677,"DOWN","KIF22"
"ADD3",1.83312905991666,8.73782227178572,10.8933611566145,3.31616956329459e-08,5.80234014839151e-06,9.33184693371733,"UP","ADD3"
"COMT",-1.04254025666667,11.4664482771429,-10.875440813074,3.38553057191826e-08,5.86728569687587e-06,9.31132921298532,"DOWN","COMT"
"BASP1",1.79980863708333,12.82670257,10.8551313010895,3.46600918825241e-08,5.92894892646866e-06,9.28803876880738,"UP","BASP1"
"KIAA0179",-0.673608892958338,7.08895869292857,-10.8500959851054,3.48627540326508e-08,5.92894892646866e-06,9.28225825759846,"NOT","KIAA0179"
"STOM",1.75183648999999,11.6368235578571,10.8342845286664,3.55073722259997e-08,5.98266344811589e-06,9.26409093196463,"UP","STOM"
"VWF",-2.35966440845834,7.15948460735714,-10.8240101715036,3.5933036491078e-08,5.99883912869859e-06,9.25227279861125,"DOWN","VWF"
"PILRA",2.08308386475,11.250145596,10.7295183597269,4.01122100363378e-08,6.63336228210402e-06,9.14310361561347,"UP","PILRA"
"ADFP",-3.16806814,11.9877429485714,-10.722070918723,4.04628902189123e-08,6.63336228210402e-06,9.1344624383236,"DOWN","ADFP"
"MITF",-1.52883857233333,8.5812712625,-10.6296447874,4.50969705563424e-08,7.27458411172579e-06,9.02676914209792,"DOWN","MITF"
"LOC88523",1.794151215375,8.53201353592857,10.6281985197638,4.51738201145801e-08,7.27458411172579e-06,9.02507729779519,"UP","LOC88523"
"SLC1A4",-1.552408417,7.8058453935,-10.609339836326,4.6188753147326e-08,7.37277843001659e-06,9.0029974857814,"DOWN","SLC1A4"
"NOC2L",-1.20804085520833,7.58750535771429,-10.5918339746542,4.71526021959698e-08,7.46118175791358e-06,8.98247006557451,"DOWN","NOC2L"
"TFPI",-1.69953386529167,8.79046997842857,-10.5825021543005,4.76751197330229e-08,7.47882891191222e-06,8.9715151352749,"DOWN","TFPI"
"HPCAL1",-2.56213633262501,11.3105672906429,-10.5225190236548,5.11842379638192e-08,7.96068015579161e-06,8.90089221597729,"DOWN","HPCAL1"
"ALG9",-0.757964573125003,8.31601332278571,-10.5079952928319,5.20745529819819e-08,8.03051390350105e-06,8.88373828743062,"DOWN","ALG9"
"TLR2",1.66568410104166,7.55463893214286,10.4739646684952,5.4225791246241e-08,8.29198927149451e-06,8.84346206368863,"UP","TLR2"
"RNH1",-1.38907480979167,9.3872604995,-10.4654904434286,5.47760524750041e-08,8.30633189073041e-06,8.83341449186,"DOWN","RNH1"
"CAPN2",-1.82613713558334,7.44018271671429,-10.42878939881,5.72286396733614e-08,8.60652525732361e-06,8.78981595066858,"DOWN","CAPN2"
"ENO1",-1.01126083500001,13.7715718957143,-10.3593716281941,6.21925486866023e-08,9.27637547909919e-06,8.70697943898974,"DOWN","ENO1"
"DPYSL2",-1.39332495833334,11.7453027428571,-10.3443460270007,6.33260949819162e-08,9.36865813321894e-06,8.68898486300166,"DOWN","DPYSL2"
"C9orf6",-0.555161109958336,7.34958539585714,-10.3372591436183,6.38683406699473e-08,9.37267899331477e-06,8.68048966151861,"NOT","C9orf6"
"VNN3",2.73124936095833,7.59857846071429,10.308621859792,6.61102874699417e-08,9.59255569301136e-06,8.64610926659022,"UP","VNN3"
"ACACA",-0.921874557083338,7.44473558114286,-10.3007492128054,6.67411735678454e-08,9.59255569301136e-06,8.63664307990529,"DOWN","ACACA"
"DNAJC18",0.598357004666666,6.50020971871429,10.2981842565729,6.69480998523077e-08,9.59255569301136e-06,8.63355756689258,"NOT","DNAJC18"
"CD109",-1.94639602895834,7.10161685307143,-10.265363100828,6.96569699961433e-08,9.86831562846563e-06,8.59401576009732,"DOWN","CD109"
"LOC339344",1.19079251891666,9.60367787828571,10.2574581031842,7.03266596471058e-08,9.86831562846563e-06,8.5844755378332,"UP","LOC339344"
"LOC339123",-1.03430363875,11.3641980942857,-10.2554298391504,7.04995895862247e-08,9.86831562846563e-06,8.58202667044955,"DOWN","LOC339123"
"SLC1A2",1.94997345654167,7.53790106892857,10.2211656736887,7.34902920826723e-08,1.01258331755104e-05,8.54059296506044,"UP","SLC1A2"
"C21orf25",-0.733706761625003,7.50821703385714,-10.2210530190615,7.35003445311336e-08,1.01258331755104e-05,8.54045653819796,"DOWN","C21orf25"
"SBEM",4.82518431625,9.75580640071429,10.2074511933833,7.4724876343504e-08,1.01258331755104e-05,8.52397481989859,"UP","SBEM"
"PLSCR1",2.45230386291666,9.80623535892857,10.2045174414463,7.49918252473695e-08,1.01258331755104e-05,8.52041739755326,"UP","PLSCR1"
"SMPDL3A",2.9294941565,9.19960828235714,10.2030953984622,7.5121584804853e-08,1.01258331755104e-05,8.5186927292252,"UP","SMPDL3A"
"CYLD",0.703086249333335,7.20170370321429,10.1519384061736,7.99519858016946e-08,1.06976932767164e-05,8.45650934284464,"UP","CYLD"
"RYBP",1.38472383975,9.75773543557143,10.1404046986754,8.10859860589311e-08,1.07702313015647e-05,8.4424520221857,"UP","RYBP"
"RPS6KA2",-2.65708914533333,8.25668620385714,-10.0979120922051,8.54136348440149e-08,1.12628399511343e-05,8.39054192792981,"DOWN","RPS6KA2"
"LRRC1",0.660072133791666,6.60969957128571,10.0909578282844,8.61449566343158e-08,1.12775523444219e-05,8.38202840419423,"NOT","LRRC1"
"SLC7A7",1.628305915,12.3336519178571,10.0802663183167,8.72823015812161e-08,1.13020838539012e-05,8.36892977880994,"UP","SLC7A7"
"ZNF295",-0.69779689416667,7.53204606978571,-10.0754402574024,8.780090709589e-08,1.13020838539012e-05,8.36301323083213,"NOT","ZNF295"
"PIM2",2.36146075483333,8.51993627478571,10.0677299675807,8.86362562270923e-08,1.13020838539012e-05,8.35355565641069,"UP","PIM2"
"CORO1A",1.47948545383333,10.430583033,10.0660743575,8.88167275434341e-08,1.13020838539012e-05,8.35152404068625,"UP","CORO1A"
"HIST1H2BD",2.59195245541667,9.06510868364286,10.0555635064903,8.99716194950783e-08,1.13695386107774e-05,8.33861933666793,"UP","HIST1H2BD"
"FTSJ2",-0.654070244250006,7.78342922421429,-10.0424510826496,9.14347781807234e-08,1.14747493693422e-05,8.3225042243566,"NOT","FTSJ2"
"IBRDC2",2.10125524075,9.20428302392857,10.0355062831016,9.2219941353845e-08,1.14940155672323e-05,8.31396174585956,"UP","IBRDC2"
"CCDC90A",-0.917737369500005,8.79166942,-10.0195695386337,9.40489243700433e-08,1.16422331752495e-05,8.29433942221629,"DOWN","CCDC90A"
"C6orf32",2.641505839125,8.11760188957143,9.98649079316486,9.79693774503596e-08,1.20455997396229e-05,8.25352493847457,"UP","C6orf32"
"TLN2",-0.628028162208334,6.27574662828571,-9.94056580247574,1.03702727598527e-07,1.26649566047677e-05,8.19666721177031,"NOT","TLN2"
"HEATR1",-0.868364384583336,8.72838745007143,-9.92947392700793,1.05140222624191e-07,1.27549108739493e-05,8.18290112518164,"DOWN","HEATR1"
"FGR",-1.98587642929167,11.1753156956429,-9.86653625302776,1.1370797145955e-07,1.36223837624541e-05,8.10453986130629,"DOWN","FGR"
"RFTN1",2.24389623508333,11.3784933237143,9.8630032517238,1.14210403709071e-07,1.36223837624541e-05,8.10012844355733,"UP","RFTN1"
"DRAM",1.95776714908333,10.6452933198571,9.86071748586,1.1453672119885e-07,1.36223837624541e-05,8.09727364736227,"UP","DRAM"
"PSCDBP",1.77175448158333,11.0971838445,9.82926295063395,1.19129184957193e-07,1.39281817885549e-05,8.05793142438485,"UP","PSCDBP"
"DC2",-1.60062976245834,11.2258736097857,-9.82782516408905,1.19343726776529e-07,1.39281817885549e-05,8.05613053793715,"DOWN","DC2"
"EPAS1",-2.31023011475,8.50808051385714,-9.82742107607734,1.19404097324535e-07,1.39281817885549e-05,8.05562436093581,"DOWN","EPAS1"
"BCAP31",-1.54795593375,12.1521607721429,-9.81168781298639,1.21780040788469e-07,1.41148496957182e-05,8.03590250242505,"DOWN","BCAP31"
"SP4",0.955893396791663,7.298552749,9.80446857061071,1.22887008450578e-07,1.41339117685432e-05,8.02684411166196,"UP","SP4"
"LNPEP",0.69354948120833,7.92057860892857,9.7970376555694,1.24037602772445e-07,1.41339117685432e-05,8.01751422159638,"NOT","LNPEP"
"PLD1",1.15385083512499,8.91397696985714,9.79551579671532,1.24274654226901e-07,1.41339117685432e-05,8.01560271168464,"UP","PLD1"
"C13orf18",2.23876321558333,7.88377792421429,9.78757699709075,1.25519063281891e-07,1.41867726368979e-05,8.00562721480971,"UP","C13orf18"
"IBRDC3",1.945059344,8.53629404228571,9.77390495649627,1.27693285752815e-07,1.43197511788355e-05,7.98843156412711,"UP","IBRDC3"
"GATAD2A",-0.778208462500004,10.604901475,-9.77032323088834,1.28269464315556e-07,1.43197511788355e-05,7.98392338226681,"DOWN","GATAD2A"
"ADCY3",-2.19383544766667,9.41636828085714,-9.7570616492707,1.3042696015397e-07,1.43876913713276e-05,7.96721937381942,"DOWN","ADCY3"
"C10orf125",-1.57804752433333,7.76612011635714,-9.75686424136606,1.30459365624502e-07,1.43876913713276e-05,7.96697057825754,"DOWN","C10orf125"
"EXOSC7",-0.826846568416668,8.49691294128571,-9.70713559133491,1.38901435579328e-07,1.52264423086568e-05,7.90416139937635,"DOWN","EXOSC7"
"UAP1L1",-1.82786738225,8.310942416,-9.69971941432886,1.40209334422731e-07,1.52777799909607e-05,7.89477129607057,"DOWN","UAP1L1"
"ETS1",2.59591411291666,9.39189519492857,9.69367291488487,1.41285357767413e-07,1.52779396447745e-05,7.88711096582717,"UP","ETS1"
"PREP",-0.746276083375005,8.48289170978572,-9.69029683314349,1.418899708725e-07,1.52779396447745e-05,7.88283205080047,"DOWN","PREP"
"LIMK2",1.67392058145833,7.41003407271429,9.68328587102867,1.43154339537755e-07,1.53234089209914e-05,7.87394221500727,"UP","LIMK2"
"PLEKHG3",2.278485823,8.73109336435714,9.67508355218425,1.44648763081856e-07,1.53467915929788e-05,7.86353489256511,"UP","PLEKHG3"
"LAMP3",4.35388988504167,9.2759893115,9.67284480514574,1.45059523767234e-07,1.53467915929788e-05,7.86069302485028,"UP","LAMP3"
"RPP40",-1.56486072054167,7.74466256264286,-9.64901210277589,1.4950988456419e-07,1.56652771780527e-05,7.83040555814385,"DOWN","RPP40"
"STARD5",-0.92106342275,7.87120057864286,-9.64752875084839,1.49791626585765e-07,1.56652771780527e-05,7.82851839075838,"DOWN","STARD5"
"C9orf95",1.56749296066667,8.31375942557143,9.63639939059185,1.51923560990416e-07,1.57974459391006e-05,7.81435151855065,"UP","C9orf95"
"RELB",1.3158604645,8.51772729792857,9.62712593376164,1.53724587283965e-07,1.58312318566624e-05,7.80253662691138,"UP","RELB"
"CD14",3.17497673033333,13.0639499245,9.62577694384429,1.5398846175904e-07,1.58312318566624e-05,7.80081714779457,"UP","CD14"
"GCLC",-2.29728311870834,8.99252579614286,-9.61942047251325,1.55238332829233e-07,1.58700670926604e-05,7.79271221366727,"DOWN","GCLC"
"LGALS3",-2.06984552875001,12.5560235714286,-9.59914948959967,1.59296675369769e-07,1.60707646144648e-05,7.76683544193769,"DOWN","LGALS3"
"MT1F",5.2465661785,11.2542367027857,9.59604583446859,1.5992791962521e-07,1.60707646144648e-05,7.76286947279531,"UP","MT1F"
"ARHGAP9",1.62259252008333,10.0223528494286,9.59568356107879,1.60001774369602e-07,1.60707646144648e-05,7.76240647635068,"UP","ARHGAP9"
"ME3",-2.26760550420834,6.977142811,-9.59210072662161,1.60734140783239e-07,1.60707646144648e-05,7.75782672020798,"DOWN","ME3"
"TRIM6",0.981477579583331,6.94559156935714,9.58558481008817,1.62075195629452e-07,1.61162969118532e-05,7.74949410043184,"UP","TRIM6"
"LOC400455",-1.41512015241667,9.62700675457143,-9.5165831840115,1.77028253186745e-07,1.7507516974126e-05,7.66096399295381,"DOWN","LOC400455"
"FLJ14668",-1.02378452433334,8.86135837364286,-9.50265484902475,1.80220519176891e-07,1.77268799322264e-05,7.64302920744165,"DOWN","FLJ14668"
"EPB41L3",1.89030205,12.241135795,9.49778331347907,1.81351414471529e-07,1.77422133824646e-05,7.63675125425591,"UP","EPB41L3"
"ZBED3",-0.656274896833337,6.58022767757143,-9.48734994285925,1.83798875184265e-07,1.7774665899628e-05,7.6232967993922,"NOT","ZBED3"
"CXCL6",4.08493856891667,8.42230665564286,9.48420562644456,1.84543326321958e-07,1.7774665899628e-05,7.61923961865235,"UP","CXCL6"
"CSRP2BP",-0.600163937500002,7.97106374257143,-9.48390993165074,1.84613499754339e-07,1.7774665899628e-05,7.61885802000955,"NOT","CSRP2BP"
"NKG7",2.799980910375,9.42606521114286,9.47912420391809,1.85753182441155e-07,1.77902666362194e-05,7.61268059897491,"UP","NKG7"
