"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change","symbol"
"CAPZA1",-1.26532831635563,9.20452008046937,-10.8024364621697,2.72292314082971e-16,2.68568622912026e-12,26.4758600272454,"DOWN","CAPZA1"
"IFI27",3.82345154907077,10.9109028010655,10.7090583186896,3.94315993117054e-16,2.68568622912026e-12,26.1240444797214,"UP","IFI27"
"POTEM",-0.723221155933516,8.08605865614146,-10.1649298004332,3.47152663901283e-15,1.57630452922109e-11,24.0540422218103,"DOWN","POTEM"
"CYRIB",-0.803456596949571,9.49382197054199,-9.59737868777984,3.45507627546721e-14,1.17662622561036e-10,21.861856870094,"DOWN","CYRIB"
"TLR1",-1.00084982072951,9.46631273762308,-9.29839148437622,1.17116971857528e-13,3.19073478128649e-10,20.6952401335747,"DOWN","TLR1"
"RNASEH2C",0.521161297086007,8.11214238346558,9.16182274410646,2.0495691625602e-13,4.36400149680395e-10,20.160013074742,"NOT","RNASEH2C"
"ZFP36L1",-0.830582704574146,10.9070341895627,-9.13989003945609,2.24254958725794e-13,4.36400149680395e-10,20.0739296400118,"DOWN","ZFP36L1"
"SEPTIN7",-0.506207511348951,8.01600219720339,-8.88704289534429,6.34052596254243e-13,1.0227015387785e-09,19.0791991221623,"NOT","SEPTIN7"
"DPM3",0.67358368598636,8.42318201096881,8.87159513653456,6.75694747394399e-13,1.0227015387785e-09,19.0182955192541,"NOT","DPM3"
"CMC2",0.85356509371919,9.0241597891947,8.8022050867476,8.99296280028833e-13,1.22502139265528e-09,18.7445517880582,"UP","CMC2"
"MRPL27",0.453194900972156,7.83264785674582,8.77099266154552,1.02277410512401e-12,1.26656625999994e-09,18.621331108777,"NOT","MRPL27"
"IGBP1P1",-0.274778429805752,7.37330945469871,-8.68296924791086,1.47048455750405e-12,1.66924505352668e-09,18.2735545962139,"NOT","IGBP1P1"
"NDUFB7",0.959954727878205,9.14296470864224,8.63409267037993,1.79918368221749e-12,1.81051153316167e-09,18.0802782763713,"UP","NDUFB7"
"CDKN1B",-0.883553602690432,9.64295243525061,-8.62594294276777,1.86075183264304e-12,1.81051153316167e-09,18.048040156157,"DOWN","CDKN1B"
"STK38",-0.586132382669266,9.63335742215883,-8.54601037600953,2.5886219789842e-12,2.35081390651485e-09,17.7316896193243,"NOT","STK38"
"NDUFA13",0.666205057186261,9.31291368175741,8.15973060851613,1.27964686729133e-11,1.08945935164015e-08,16.1996177994485,"NOT","NDUFA13"
"MRPL21",0.393709644641188,8.29029826145712,8.13673786820124,1.40747907893715e-11,1.12780470666364e-08,16.1082957965651,"NOT","MRPL21"
"TDP2",-0.638704391077101,7.98401415281466,-8.11298240672202,1.55298912522267e-11,1.17526765909907e-08,16.0139341959033,"NOT","TDP2"
"H4C3",1.24901254205706,12.1194855084518,7.97213519812463,2.78315965933299e-11,1.99537899365442e-08,15.4542922022224,"UP","H4C3"
"FAU",0.810172816072727,11.7631454968189,7.93238261505381,3.28137420704308e-11,2.23494397241704e-08,15.2963032615642,"UP","FAU"
"ACTR3",-0.767835622517708,10.2769982427298,-7.88774524463764,3.94785578435521e-11,2.56084245211841e-08,15.1188911033201,"DOWN","ACTR3"
"ZNF217",-0.716937665104986,8.94440987530051,-7.85466318546627,4.52768855587386e-11,2.80346243218699e-08,14.9874026482106,"DOWN","ZNF217"
"EAPP",-0.255099218094417,7.28795885440076,-7.8433649605071,4.74462370023085e-11,2.81005495845846e-08,14.9424964531588,"NOT","EAPP"
"LY6E",2.01705391151664,9.83040524744219,7.79731150600458,5.74178693831507e-11,3.18236290324491e-08,14.7594535377191,"UP","LY6E"
"RNPC3",-0.265340140217351,7.83706857633393,-7.78962559344223,5.92751290740225e-11,3.18236290324491e-08,14.7289059655391,"NOT","RNPC3"
"ATXN1",-0.610093971920573,8.63940518935309,-7.78372731963612,6.07410332435528e-11,3.18236290324491e-08,14.705463528395,"NOT","ATXN1"
"ISG15",1.9220282662986,8.55667970010292,7.65251630603373,1.0458100303324e-10,5.27630527155108e-08,14.1840436458856,"UP","ISG15"
"UBE2S",0.802892971683157,9.00325317387703,7.59842814396205,1.30824448980342e-10,6.29973758910879e-08,13.969166307329,"UP","UBE2S"
"MRPL11",0.322491628653244,8.19035775444342,7.59242485317995,1.34115687919656e-10,6.29973758910879e-08,13.9453200395009,"NOT","MRPL11"
"MRPL36",0.471807298836797,8.56220379105591,7.49519637948472,2.00534817068105e-10,9.02802535427894e-08,13.5592168031619,"NOT","MRPL36"
"TOR3A",0.37804368596433,8.01717673773847,7.48933775237742,2.05453520762478e-10,9.02802535427894e-08,13.5359589787754,"NOT","TOR3A"
"MRPL17",0.425879404743702,8.29433257554311,7.47179654168111,2.20912361821371e-10,9.32952179692313e-08,13.4663287636709,"NOT","MRPL17"
"SUMO1P3",-0.474845543898891,8.48935249572589,-7.46066546415171,2.31318737373647e-10,9.32952179692313e-08,13.4221482262858,"NOT","SUMO1P3"
"PTDSS1",0.436551337091521,8.15276097358588,7.45905809062084,2.32861357433113e-10,9.32952179692313e-08,13.4157686722309,"NOT","PTDSS1"
"MRPL54",0.527669567557469,8.43544378139185,7.45005177971806,2.41696739807265e-10,9.40683711329876e-08,13.3800246670341,"NOT","MRPL54"
"COX14",0.440206335293841,7.90982001055179,7.430730177473,2.61796742130809e-10,9.90609783696078e-08,13.3033499474469,"NOT","COX14"
"RNF44",-0.549730506674027,8.38226010160771,-7.40134841990329,2.95604304552855e-10,1.08830319908621e-07,13.186775992779,"NOT","RNF44"
"TCEA1",-0.390392602241603,7.61364369383805,-7.33807281408091,3.83933905140462e-10,1.37630201469036e-07,12.9358287458133,"NOT","TCEA1"
"ANP32C",-0.314357458022049,7.468509803774,-7.32395683530378,4.0698422723695e-10,1.42152285728762e-07,12.8798663405729,"NOT","ANP32C"
"ATP5IF1",0.568342383219781,8.35857674517175,7.25858508696812,5.33079022123577e-10,1.81540060984184e-07,12.6208106500822,"NOT","ATP5IF1"
"NAA38",0.662131313420966,8.2914084581898,7.2255041716585,6.11046148591963e-10,2.0301635697853e-07,12.4897906554316,"NOT","NAA38"
"RBL2",-0.538191347832575,8.9382901645215,-7.21342148311861,6.42274752233896e-10,2.0831111130786e-07,12.4419492000831,"NOT","RBL2"
"ARMT1",-0.315317680489206,7.51415253015549,-7.20198399657662,6.73300284631005e-10,2.13295266912641e-07,12.3966691195925,"NOT","ARMT1"
"RNF4",-0.347661633358518,7.76758068329038,-7.19310657326049,6.98407479507566e-10,2.16220606496638e-07,12.3615286937209,"NOT","RNF4"
"USP6",-0.357896156850772,7.41456949603007,-7.16884324305218,7.71892725465027e-10,2.33660504584102e-07,12.2655055398055,"NOT","USP6"
"SCAF11",-0.400688179432103,7.82410696414792,-7.13599697226445,8.83796120647716e-10,2.58068640016464e-07,12.1355655993617,"NOT","SCAF11"
"GABPA",-0.243830645545808,7.39275394300824,-7.1341864280469,8.90414482511659e-10,2.58068640016464e-07,12.1284048266787,"NOT","GABPA"
"RPS19BP1",0.353183944391819,7.97487190047026,7.12599006214093,9.20999281227366e-10,2.61371921018316e-07,12.0959902143507,"NOT","RPS19BP1"
"F11R",-0.776577710339925,9.05434291436801,-7.11196753411125,9.75771485773815e-10,2.71264473045121e-07,12.0405435360405,"DOWN","F11R"
"SPOPL",-0.391976413889505,7.87877732796157,-7.05428370998066,1.23737317854679e-09,3.31786711262526e-07,11.8125791369678,"NOT","SPOPL"
"LSM7",0.618431529058537,8.56746684130942,7.05333957595573,1.24219074103574e-09,3.31786711262526e-07,11.8088496731998,"NOT","LSM7"
"LIN7C",-0.213631909546141,7.34222612839407,-7.03858106577566,1.31997318237503e-09,3.45782205582936e-07,11.7505589145753,"NOT","LIN7C"
"SUMO2",-0.562732741500509,9.67377256975184,-7.0261383507673,1.3893071961662e-09,3.57078162758036e-07,11.7014257413882,"NOT","SUMO2"
"PARP12",0.915671682505233,8.3427286649423,7.01758399187125,1.43906695393395e-09,3.57383324114587e-07,11.6676526689348,"UP","PARP12"
"POTEKP",-1.34765458527072,11.4812246799784,-7.01692619287478,1.44296599811351e-09,3.57383324114587e-07,11.665055845718,"DOWN","POTEKP"
"HAX1",0.397222219301465,8.31947747645333,6.99648458759805,1.56951982691123e-09,3.81785697896157e-07,11.5843722192465,"NOT","HAX1"
"XRN2",-0.420878362621865,7.86025123368657,-6.98086881765589,1.67359244610166e-09,3.99959233347313e-07,11.5227557315717,"NOT","XRN2"
"MRPL23",0.678893047708716,8.81016882193239,6.95986238047247,1.82450992688547e-09,4.28508176276447e-07,11.439896037702,"NOT","MRPL23"
"IFI6",1.38517946260031,11.8105513177699,6.95055107462354,1.89566913127407e-09,4.3767465942738e-07,11.403177866443,"UP","IFI6"
"NAA50",-0.277266479649996,7.53375816271853,-6.87477828232796,2.58747928465489e-09,5.77214299251034e-07,11.1046190517223,"NOT","NAA50"
"OAS2",1.54851660863574,9.66747517898196,6.87423771614299,2.59322441482224e-09,5.77214299251034e-07,11.1024907338336,"UP","OAS2"
"MAFA",0.743581184343152,8.09835029487436,6.87106801985764,2.62716829786846e-09,5.77214299251034e-07,11.09001147613,"UP","MAFA"
"KCTD5",-0.392890508213624,8.7777618253767,-6.84690562351652,2.90087592726197e-09,6.27233839383532e-07,10.9949098245905,"NOT","KCTD5"
"SNX10",-0.699945969345052,9.22845842355179,-6.8138126571553,3.3223467441198e-09,6.98578174256264e-07,10.8647371778959,"NOT","SNX10"
"XAF1",1.4744143929358,9.03221169551259,6.8121501033356,3.34505889864972e-09,6.98578174256264e-07,10.8581999180131,"UP","XAF1"
"ELOVL5",-0.632164887588392,9.73012515266184,-6.80821584848487,3.39942194992738e-09,6.98578174256264e-07,10.8427311501405,"NOT","ELOVL5"
"BIN2",-0.345417112051932,7.68912636185698,-6.80560613609073,3.4359666477147e-09,6.98578174256264e-07,10.8324709828255,"NOT","BIN2"
"CNBP",-0.801526985134004,10.2763002665549,-6.75353253479968,4.25263158334827e-09,8.51902168064268e-07,10.627868542175,"DOWN","CNBP"
"RPA3",0.624657118480231,8.575776884728,6.73809508500659,4.52993409699121e-09,8.9430090245238e-07,10.5672607729931,"NOT","RPA3"
"SRSF11",-0.433816705272629,7.7904614096761,-6.7307373192662,4.66835796833005e-09,9.08462460637029e-07,10.5383818790978,"NOT","SRSF11"
"SUMO1",-0.257270813540653,7.38809316257986,-6.68305616334702,5.67314835693644e-09,1.08844544955195e-06,10.3513615525986,"NOT","SUMO1"
"NDUFB2",0.790494968576098,9.67218007658164,6.65335668995187,6.40484831675393e-09,1.2117617190392e-06,10.2349846232925,"UP","NDUFB2"
"UQCRQ",1.01491055238006,10.0394216520009,6.62061745158235,7.32051513728897e-09,1.36602818082398e-06,10.1068013305767,"UP","UQCRQ"
"TXNL1",-0.323982248235786,7.71825955614547,-6.60675706718682,7.74632859390169e-09,1.42595254197471e-06,10.052568033497,"NOT","TXNL1"
"MRPS15",0.439202334276683,8.22241037995389,6.59024216996949,8.28593336647474e-09,1.50494645757492e-06,9.98797503193425,"NOT","MRPS15"
"PTTG3P",0.469707798529051,7.79448454601593,6.58233828258953,8.55723931633604e-09,1.52235042164217e-06,9.9570718742463,"NOT","PTTG3P"
"PGK1",-0.652442673758047,10.046234244221,-6.58096501332238,8.60526959818288e-09,1.52235042164217e-06,9.95170327098764,"NOT","PGK1"
"PRKAR1A",-0.718066041177959,10.707881549086,-6.57270793523401,8.89976149917292e-09,1.55426347617607e-06,9.91942776863542,"DOWN","PRKAR1A"
"NEK7",-0.326564340569529,7.45817807699644,-6.56882539674845,9.04167367352412e-09,1.55905922507273e-06,9.90425420128435,"NOT","NEK7"
"MRPS21",0.639150119333472,8.7786988552397,6.56554772143924,9.16322577114498e-09,1.56026826818171e-06,9.89144583963064,"NOT","MRPS21"
"PHF3",-0.396581834673034,9.16911649649788,-6.5621527158938,9.29084083843275e-09,1.56246708519915e-06,9.87818024450028,"NOT","PHF3"
"IFI44L",1.75675106232794,8.52257186921185,6.55236620423223,9.66867190758376e-09,1.58857991199099e-06,9.83994781056336,"UP","IFI44L"
"SLBP",-0.444292523617678,8.40633281521296,-6.55209512514061,9.67935198173925e-09,1.58857991199099e-06,9.83888895422614,"NOT","SLBP"
"SIAH1",-0.360054018169393,8.57119228217287,-6.54465130888335,9.97724990230123e-09,1.60491126390036e-06,9.80981607398317,"NOT","SIAH1"
"RBM7",-0.334618784026971,7.70898157357251,-6.54373619151656,1.00144954802181e-08,1.60491126390036e-06,9.80624238787756,"NOT","RBM7"
"EPSTI1",1.66790251330718,9.76211683255714,6.53338865415722,1.04453762434756e-08,1.65449901382121e-06,9.76584018614457,"UP","EPSTI1"
"MORF4L1",-0.43088813569663,9.94739383923613,-6.52733988331777,1.07057292846058e-08,1.67624648637817e-06,9.7422283163331,"NOT","MORF4L1"
"PSMB8",0.659080782172405,9.78900463501136,6.52248776282872,1.09192264727772e-08,1.69024662513831e-06,9.72329072707088,"NOT","PSMB8"
"UQCC2",0.485150534964531,7.77942100721742,6.49162538867732,1.23797209469315e-08,1.89479279482135e-06,9.60290094056734,"NOT","UQCC2"
"LRRK2",-0.786515468347242,8.52339897996703,-6.4767571667269,1.31510046197141e-08,1.99047761033051e-06,9.54494252884773,"DOWN","LRRK2"
"TMEM256",0.837898934899789,9.44096694193829,6.46770208945009,1.36439183866038e-08,2.04238962925623e-06,9.50965766409234,"UP","TMEM256"
"PSMB5",0.352527331636052,7.90516372756917,6.46478714595728,1.38064634039047e-08,2.04425700530424e-06,9.49830114745465,"NOT","PSMB5"
"COX6A1",0.504854352667294,9.65797348875941,6.45969531916109,1.40950228023014e-08,2.06454194207473e-06,9.47846606719418,"NOT","COX6A1"
"RN7SK",1.01275804346955,10.2434696638628,6.443177093129,1.5072980057651e-08,2.18429930154598e-06,9.41414176071966,"UP","RN7SK"
"APOBEC3F",0.255522258315496,7.5941102049677,6.42662350659321,1.61205764545255e-08,2.31152097330049e-06,9.34971390234358,"NOT","APOBEC3F"
"CAST",-0.529884545432369,8.68167253854912,-6.41664389907374,1.67867301243765e-08,2.38196705994017e-06,9.31088920968946,"NOT","CAST"
"USF1",0.495749844400661,8.77293453621274,6.40618536119888,1.75141837313071e-08,2.45956918338006e-06,9.27021492931781,"NOT","USF1"
"TPM3P9",-0.286482027018454,7.47185142377255,-6.40041158729102,1.79290998115254e-08,2.49214487380203e-06,9.24776618326738,"NOT","TPM3P9"
"DYNC1LI1",-0.225703454887641,7.46321200182023,-6.38253501664234,1.92766105599337e-08,2.65238372775168e-06,9.17828856226009,"NOT","DYNC1LI1"
"RNF181",0.481298789902253,10.3183272385696,6.36811500900356,2.04364166042317e-08,2.78384866982844e-06,9.12227550667554,"NOT","RNF181"
"IFITM3",1.57040000648764,12.5229068259893,6.34056876245306,2.28477892800607e-08,3.08151074824739e-06,9.01535207026941,"UP","IFITM3"
"ECHDC1",-0.377797931459136,7.66401798249465,-6.33148415380924,2.37033582913624e-08,3.15844339715224e-06,8.98011180608664,"NOT","ECHDC1"
"PPP1R15B",-0.172328917483842,7.29497301374048,-6.32892425514779,2.39501320685177e-08,3.15844339715224e-06,8.9701836982462,"NOT","PPP1R15B"
"TMEM128",-0.232374132543478,7.31296347572822,-6.32683795411261,2.41531346459661e-08,3.15844339715224e-06,8.96209301966599,"NOT","TMEM128"
"MPDU1",0.342383679462031,7.76499015575897,6.32487535589481,2.43456582514304e-08,3.15844339715224e-06,8.954482607594,"NOT","MPDU1"
"TOMM6",0.608881891650366,8.98971713805257,6.32064414459234,2.47659181998117e-08,3.18265412941353e-06,8.93807695000519,"NOT","TOMM6"
"ARHGAP15",-0.489760416436877,10.0865389546743,-6.29442634984815,2.75351719074615e-08,3.50545898806954e-06,8.83647834857879,"NOT","ARHGAP15"
"POLR2B",-0.279854504659506,7.71727822719693,-6.26408617163705,3.11249618821995e-08,3.91098104724852e-06,8.7190261413412,"NOT","POLR2B"
"CBL",-0.465502202866645,8.53400424593027,-6.26273863181985,3.12947389627139e-08,3.91098104724852e-06,8.71381264272668,"NOT","CBL"
"MRPL14",0.453433387561976,8.14134815537113,6.24360376764631,3.38070061416499e-08,4.18653670601413e-06,8.63981027004184,"NOT","MRPL14"
"FCGR2A",-0.827252165587282,11.3391650231528,-6.23034876825689,3.56635094556563e-08,4.37665158382838e-06,8.58857927649607,"DOWN","FCGR2A"
"DPYD",-0.635081621232334,8.45600351517443,-6.21797049666925,3.74883215103884e-08,4.55951710370099e-06,8.5407604382235,"NOT","DPYD"
"RAB22A",-0.36338644145623,8.18797892274538,-6.21238819403789,3.83412613642736e-08,4.62198816198349e-06,8.51920280239306,"NOT","RAB22A"
"MTLN",0.193883665705667,7.33328323673446,6.20271945542876,3.98643285135394e-08,4.76343757027574e-06,8.48187536506102,"NOT","MTLN"
"NUP153",-0.338163141600965,7.98600009014814,-6.19545486839263,4.10479935354323e-08,4.86222406904051e-06,8.45383880426428,"NOT","NUP153"
"PTGES3",-0.570265175892381,9.28221282526331,-6.18096677386679,4.35136036136266e-08,5.10984748642088e-06,8.39794832628491,"NOT","PTGES3"
"DNPH1",0.39455517381433,7.86062518969726,6.14699900226016,4.98845945895953e-08,5.80793117520912e-06,8.26703909938431,"NOT","DNPH1"
"USP10",-1.01727002592807,8.8826116301419,-6.14451553991321,5.03850960317041e-08,5.81648964528706e-06,8.25747513527371,"DOWN","USP10"
"SH3KBP1",-0.62216044126334,10.7368514965589,-6.13825191611584,5.16696313917016e-08,5.9146530993089e-06,8.23335789072629,"NOT","SH3KBP1"
"IFI44",1.39188318230807,8.74514344503765,6.13548481724831,5.22473855353174e-08,5.93094904801744e-06,8.222705537091,"UP","IFI44"
"HINT1",0.935423689016478,10.1186379443277,6.11737907131519,5.61889049637455e-08,6.29935786996517e-06,8.15303510573705,"UP","HINT1"
"ADIPOR2",0.321766560420961,8.25830076414502,6.11636715799631,5.64176817013472e-08,6.29935786996517e-06,8.14914284936271,"NOT","ADIPOR2"
"TM6SF1",-0.416559423539868,8.31646241321497,-6.10755760729673,5.84487518864777e-08,6.47308047315121e-06,8.11526452836191,"NOT","TM6SF1"
"CKS2",0.795882347289136,8.22818838406371,6.09585025763991,6.12603739758965e-08,6.64142166848628e-06,8.07026192559259,"UP","CKS2"
"RPS9",0.563469104023829,11.5255314858543,6.09543095133775,6.1363520590805e-08,6.64142166848628e-06,8.06865054522693,"NOT","RPS9"
"LMBRD1",-0.611530057579092,9.36559665078347,-6.09515521354814,6.1431444004498e-08,6.64142166848628e-06,8.06759090970909,"NOT","LMBRD1"
"MRPL22",0.534595071570072,8.68491153966385,6.08713754026445,6.3439353440899e-08,6.80449505962146e-06,8.03678519334005,"NOT","MRPL22"
"TMEM141",0.34428765556889,7.87639944801571,6.07352893574817,6.69972482773542e-08,7.12997278151655e-06,7.98452223988773,"NOT","TMEM141"
"BICD2",-0.499294578806103,9.54599285538739,-6.06538725856875,6.92195698193569e-08,7.30937193859907e-06,7.95326944177912,"NOT","BICD2"
"STXBP3",-0.433901135495973,7.84577845348652,-6.05645613150509,7.17413759782735e-08,7.50989523851399e-06,7.91899906609032,"NOT","STXBP3"
"AGTPBP1",-0.79118562932344,9.41577244715549,-6.05319039168934,7.26860278828827e-08,7.50989523851399e-06,7.90647118754159,"DOWN","AGTPBP1"
"MYL6B",0.438214657674135,8.16086325089151,6.05289375990079,7.27724395451363e-08,7.50989523851399e-06,7.90533335207263,"NOT","MYL6B"
"SNAP23",-0.473117549536711,9.18921082224794,-6.03633351707648,7.77613945233526e-08,7.87490232759258e-06,7.84183448945113,"NOT","SNAP23"
"CYB5R4",-0.647665743117534,8.9815310108229,-6.03551224264206,7.80174364304032e-08,7.87490232759258e-06,7.83868660203597,"NOT","CYB5R4"
"EMC6",0.366235395423672,9.48381594991535,6.03542802588401,7.80437391150344e-08,7.87490232759258e-06,7.83836381164503,"NOT","EMC6"
"RNF216",-0.370746145334241,7.86034855903275,-6.02175066301267,8.24340308249479e-08,8.25673799924588e-06,7.78595671626448,"NOT","RNF216"
"CD164",-0.468573863793824,8.08998377346024,-6.0190397620967,8.33327943322823e-08,8.28583448463028e-06,7.77557328994359,"NOT","CD164"
"IFIT1",1.70563234906131,8.77504742796369,6.01028376041952,8.63024990450096e-08,8.46468249329353e-06,7.7420443557424,"UP","IFIT1"
"ZFAND6",-0.336371490946077,7.99299568386077,-6.01007573867866,8.63743111560564e-08,8.46468249329353e-06,7.74124795081167,"NOT","ZFAND6"
"CLOCK",-0.287970548521134,7.6977273553816,-5.98660196048462,9.48694009332647e-08,9.23079271080665e-06,7.65142816597855,"NOT","CLOCK"
"CDCA8",0.167831762037528,7.31433992370973,5.98305141041684,9.62243679464852e-08,9.26185181998028e-06,7.63785087117547,"NOT","CDCA8"
"ARL6IP6",-0.463029169033129,7.98108093211361,-5.98175615790213,9.67234162731265e-08,9.26185181998028e-06,7.63289838757234,"NOT","ARL6IP6"
"PECAM1",-0.618702754805422,9.09381795264268,-5.98045229940687,9.7228366631712e-08,9.26185181998028e-06,7.62791330060344,"NOT","PECAM1"
"TMEM208",0.314710523000965,8.18299087241836,5.97699919460175,9.85782988684649e-08,9.32523324434882e-06,7.61471239309697,"NOT","TMEM208"
"UBAP2L",0.281791565712109,8.04847654332368,5.96815780572176,1.02119794255523e-07,9.593626464474e-06,7.58092229894988,"NOT","UBAP2L"
"BICRA",-0.309007547615885,7.66567303572043,-5.94345820300362,1.12694221167262e-07,1.0514525210551e-05,7.48659998691654,"NOT","BICRA"
"SMNDC1",-0.351851930960843,8.84690171280419,-5.92704802953713,1.20311370384524e-07,1.11488536556326e-05,7.4239948078549,"NOT","SMNDC1"
"VIM",-1.18125862390989,11.7857577293974,-5.90877965556514,1.29390979524628e-07,1.19092156965168e-05,7.35435921854491,"DOWN","VIM"
"PLXNC1",-0.601396198804499,8.4719699300548,-5.90571619407189,1.30978529998365e-07,1.1974426413676e-05,7.34268798534117,"NOT","PLXNC1"
"SDCBP",-0.742380030634891,10.927384790552,-5.89904920346812,1.34500375434105e-07,1.21824814712252e-05,7.31729405581052,"DOWN","SDCBP"
"WDTC1",0.150568364465804,7.19502527131544,5.89665694429871,1.3578678147743e-07,1.21824814712252e-05,7.30818421166603,"NOT","WDTC1"
"NDUFB6",0.467954800781419,9.50698263658543,5.89637859611153,1.35937247366483e-07,1.21824814712252e-05,7.30712431785855,"NOT","NDUFB6"
"SENP6",-0.297044225114532,7.70825575890555,-5.88849010766472,1.4027072089275e-07,1.24886781699415e-05,7.27709264122945,"NOT","SENP6"
"TMCO3",-0.537241622133127,8.05234921134885,-5.88567975666945,1.41847329176396e-07,1.25470410262394e-05,7.26639641620166,"NOT","TMCO3"
"CAT",-0.845638389287206,9.77080701581778,-5.88018938125338,1.44978146404601e-07,1.27090264125922e-05,7.2455043301363,"DOWN","CAT"
"MGAM",-0.739301501099888,8.33862437976431,-5.87897347944803,1.45680685082567e-07,1.27090264125922e-05,7.24087833442973,"DOWN","MGAM"
"MRPL12",0.329493860829004,7.75318147738605,5.87728426433447,1.46662289126291e-07,1.27090264125922e-05,7.23445204951857,"NOT","MRPL12"
"CLEC12A",1.18236307642176,9.74787476165783,5.87572799347573,1.4757242442369e-07,1.27090264125922e-05,7.22853200808052,"UP","CLEC12A"
"PPWD1",-0.236963869946101,7.50526540331432,-5.87441690652811,1.48343503127453e-07,1.27090264125922e-05,7.22354500431965,"NOT","PPWD1"
"NDUFV2",0.536362079856163,9.20268022447449,5.85130988965113,1.62605656363966e-07,1.38438390686872e-05,7.13570680882887,"NOT","NDUFV2"
"RSAD2",1.25514789106036,8.25685476696035,5.8345486079282,1.73791139284852e-07,1.467700562699e-05,7.07205602910639,"UP","RSAD2"
"KLF13",-0.359556727712272,9.2971854610245,-5.83345519332337,1.74546682687739e-07,1.467700562699e-05,7.06790571427088,"NOT","KLF13"
"NDUFA7",0.386819815500056,8.51450126540633,5.83128545677481,1.76055582392264e-07,1.47130622291253e-05,7.05967066134316,"NOT","NDUFA7"
"ANKHD1",-0.240070992877961,7.81400619772355,-5.82607243394066,1.79733762781654e-07,1.49062594188108e-05,7.03988886917389,"NOT","ANKHD1"
"CNOT8",-0.389011547692585,8.76426139846313,-5.8249216192825,1.80555924541461e-07,1.49062594188108e-05,7.03552261139785,"NOT","CNOT8"
"HSPA1A",-0.83963607789055,11.5911162576427,-5.81636405615088,1.86787266432648e-07,1.53089398888442e-05,7.0030629601059,"DOWN","HSPA1A"
"WIPF1",-0.550739272954086,9.88929908872978,-5.81515963635395,1.87681174676038e-07,1.53089398888442e-05,6.99849565024654,"NOT","WIPF1"
"EVA1B",0.401480297753706,7.68326982152618,5.80556523539405,1.94954619974438e-07,1.58075704362607e-05,6.96212283169113,"NOT","EVA1B"
"HERC4",-0.301708247398035,8.01731475554054,-5.79827521510399,2.00666669996869e-07,1.61744460277949e-05,6.93449836446929,"NOT","HERC4"
"CCNH",-0.319175803588641,7.76391275286612,-5.79620850158079,2.02315896783186e-07,1.62114537998856e-05,6.92666880156047,"NOT","CCNH"
"PRPF40A",-0.348975874685375,8.17655395764847,-5.78450883192541,2.11907759746098e-07,1.68807456331073e-05,6.88236191171664,"NOT","PRPF40A"
"OSBPL11",-0.446374493219933,8.05903958446001,-5.7751337337555,2.19916859375326e-07,1.74169038279691e-05,6.84687829464658,"NOT","OSBPL11"
"AHCYL1",-0.331865960840675,9.06781760066451,-5.76465214419844,2.29225555012716e-07,1.80491937016371e-05,6.80722802774205,"NOT","AHCYL1"
"PPP2R5C",-0.310070575411974,8.43608407075963,-5.75352856700686,2.3953013471277e-07,1.87521810060768e-05,6.76517396001645,"NOT","PPP2R5C"
"GOLM2",-0.3408573300027,7.58014117554021,-5.73744325709879,2.55244886732777e-07,1.98682619832793e-05,6.70440685984068,"NOT","GOLM2"
"CCDC32",0.354272976196235,8.94843715558209,5.73028148003062,2.62565149891509e-07,2.03219458626257e-05,6.67736849232436,"NOT","CCDC32"
"NRBF2",-0.584693170501181,9.3138400194638,-5.72216283372632,2.71114331084852e-07,2.08088178027678e-05,6.64673063932807,"NOT","NRBF2"
"PTBP3",-0.539396626017117,10.6992080382442,-5.72141934431709,2.71910847811824e-07,2.08088178027678e-05,6.64392558144716,"NOT","PTBP3"
"ICAM3",-0.627708182339775,12.2796569390376,-5.71801666072832,2.75585797698785e-07,2.09722331634237e-05,6.6310893334916,"NOT","ICAM3"
"RCC1",0.194630073011989,7.39306512482168,5.7124713356922,2.81680165039444e-07,2.13169289342628e-05,6.61017546884735,"NOT","RCC1"
"JAK1",-0.356880283126976,7.50608880018089,-5.7076610585059,2.87074327289991e-07,2.16051187090843e-05,6.59203909067551,"NOT","JAK1"
"CCZ1B",-0.725990574768483,8.15454587258432,-5.69088273845093,3.06699507395419e-07,2.27305626183162e-05,6.52881786191592,"DOWN","CCZ1B"
"GTF2H1",-0.201071022313273,7.65840534761127,-5.69062775457274,3.07007745412213e-07,2.27305626183162e-05,6.52785754131711,"NOT","GTF2H1"
"NFIC",-0.36690972130823,7.91638430202695,-5.690099058777,3.07647835366659e-07,2.27305626183162e-05,6.52586641122122,"NOT","NFIC"
"TRIM24",-0.223683057114108,7.57472118245467,-5.68922977877573,3.08703133489098e-07,2.27305626183162e-05,6.52259273229462,"NOT","TRIM24"
"AP1M1",-0.450750402270703,9.20951364682624,-5.68292218759374,3.16468242542838e-07,2.31770451608523e-05,6.49884344796963,"NOT","AP1M1"
"POLR2I",0.448239851173593,8.19524991493272,5.67728189839067,3.23574903246654e-07,2.35707878717963e-05,6.47761398093951,"NOT","POLR2I"
"PABPC3",-0.165083655793531,7.27196740647115,-5.67501382549857,3.26476824131798e-07,2.36556771187412e-05,6.46907913654612,"NOT","PABPC3"
